,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakennuspalvelu Kari ja Marko Oy,22.06.2015,
1,Y-tunnus,2696516-9,,
2,Kotipaikka,Hankasalmi,22.06.2015,
3,Yritysmuoto,Osakeyhtiö,22.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.06.2015,,
6,Viimeisin rekisteröintiajankohta,11.01.2023,11.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.06.2015,,
8,Yrityksen tila,Rekisterissä,22.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.02.2021,
11,Yhteystiedot,,23.10.2020,
12,Postiosoite,Tervaniementie 16 A 8  41500  Hankasalmi As  Suomi,,
13,Käyntiosoite,Tervaniementie 16 A 8  41500  Hankasalmi As  Suomi,,
14,Puhelin,+358504482906,,
15,Sähköposti,markomarkusbacka(a)gmail.com,,
