,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pla Am Oy,07.10.2015,
1,Y-tunnus,2715170-6,,
2,Kotipaikka,Järvenpää,07.10.2015,
3,Yritysmuoto,Osakeyhtiö,07.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.10.2015,,
6,Viimeisin rekisteröintiajankohta,10.05.2021,10.05.2021,
7,Yrityksen tiedot järjestelmässä alkaen,07.10.2015,,
8,Yrityksen tila,Rekisterissä,07.10.2015,
9,Yrityksen tilanne,Selvitystilassa,08.08.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,02.10.2015,
13,Postiosoite,Tanhumäentie 19  04420  Järvenpää  Suomi,,
14,Puhelin,0405904541,,
15,Sähköposti,paulilaine59(a)mail.com,,
