,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Gate one oy,26.01.2016,
1,Y-tunnus,2735058-8,,
2,Kotipaikka,Porvoo,26.01.2016,
3,Yritysmuoto,Osakeyhtiö,26.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.01.2016,,
6,Viimeisin rekisteröintiajankohta,16.05.2023,16.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.01.2016,,
8,Yrityksen tila,Rekisterissä,26.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,11.12.2018,
12,Postiosoite,Fredrika Runebergin katu 2 B  06100  Porvoo  Suomi,,
13,Käyntiosoite,Kaivokatu 9 B 9  06100  Porvoo  Suomi,,
14,Puhelin,0401279991,,
15,Sähköposti,rooskatrin(a)gmail.com,,
