,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Finnkiila Oy,26.05.2015,
1,Y-tunnus,2690159-5,,
2,Kotipaikka,Jyväskylä,26.05.2015,
3,Yritysmuoto,Osakeyhtiö,26.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.05.2015,,
6,Viimeisin rekisteröintiajankohta,04.02.2023,04.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.05.2015,,
8,Yrityksen tila,Rekisterissä,26.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,16.08.2022,
12,Postiosoite,Tuhkurinpolku 30  41940  Vesanka  Suomi,,
13,Käyntiosoite,c/o Finnkiila Oy  Mikonkuja 1 B  69950  Perho  Suomi,,
14,Puhelin,"0443040586, 0443040586",,
15,Sähköposti,janne.eskelinen(a)finnkiila.fi,,
16,Www,http://www.finnkiila.fi,,
