,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MAIU Sushi and Japanese dining Oy,21.12.2015,
1,Y-tunnus,2730422-3,,
2,Kotipaikka,Pori,21.12.2015,
3,Yritysmuoto,Osakeyhtiö,21.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.12.2015,,
6,Viimeisin rekisteröintiajankohta,25.03.2023,25.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.12.2015,,
8,Yrityksen tila,Rekisterissä,21.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,09.12.2015,
12,Postiosoite,Hillervontie 3 B 35  28370  Pori  Suomi,,
13,Sähköposti,kabistha(a)hotmail.com,,
