,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Effekt Group Oy,07.02.2023,
1,Y-tunnus,2713562-6,,
2,Kotipaikka,Hyvinkää,07.02.2023,
3,Yritysmuoto,Osakeyhtiö,06.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.10.2015,,
6,Viimeisin rekisteröintiajankohta,07.02.2023,07.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,06.10.2015,,
8,Yrityksen tila,Rekisterissä,06.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.11.2022,
11,Yhteystiedot,,11.11.2022,
12,Postiosoite,Kytäjärvenkaari 14  05720  Hyvinkää  Suomi,,
13,Käyntiosoite,Kytäjärvenkaari 14  05720  Hyvinkää  Suomi,,
14,Puhelin,"+358405921151, +358405921151",,
15,Sähköposti,paula(a)effekt-design.com,,
