,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,1326 Sami Naapuri Oy,27.01.2015,
1,Y-tunnus,2666049-6,,
2,Kotipaikka,Nurmijärvi,27.01.2015,
3,Yritysmuoto,Osakeyhtiö,27.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2015,,
6,Viimeisin rekisteröintiajankohta,30.06.2022,30.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2015,,
8,Yrityksen tila,Rekisterissä,27.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.01.2020,
11,Yhteystiedot,,14.01.2015,
12,Postiosoite,Ketunmäentie 7 as. 3  01820  Klaukkala  Suomi,,
13,Käyntiosoite,c/o R-kioski Vantaa Martintori  Kivivuorentie 4  01620  Vantaa  Suomi,,
