,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Anu Tuomaala Oy,03.08.2015,
1,Y-tunnus,2702136-2,,
2,Kotipaikka,Porvoo,03.08.2015,
3,Yritysmuoto,Osakeyhtiö,03.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.08.2015,,
6,Viimeisin rekisteröintiajankohta,15.11.2022,15.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.08.2015,,
8,Yrityksen tila,Rekisterissä,03.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,24.06.2019,
12,Postiosoite,Haikkoonlammenrinne 7  06400  Porvoo  Suomi,,
13,Käyntiosoite,Haikkoonlammenrinne 7  06400  Porvoo  Suomi,,
14,Puhelin,0407794754,,
15,Sähköposti,anu(a)ikimetsanjooga.fi,,
16,Www,http://www.ikimetsanjooga.fi,,
