,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rahumets Service Oy,20.04.2015,
1,Y-tunnus,2683520-9,,
2,Kotipaikka,Tuusula,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Viimeisin rekisteröintiajankohta,26.08.2022,26.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
8,Yrityksen tila,Rekisterissä,20.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.12.2020,
11,Yhteystiedot,,08.11.2015,
12,Postiosoite,Pajukonkuja 25  04300  Tuusula  Suomi,,
13,Puhelin,0400925441,,
14,Sähköposti,bmwalpina(a)kolumbus.fi,,
