,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Collisequisetum Oy,07.04.2015,
1,Y-tunnus,2680274-9,,
2,Kotipaikka,Mikkeli,07.04.2015,
3,Yritysmuoto,Osakeyhtiö,07.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.04.2015,,
6,Viimeisin rekisteröintiajankohta,15.09.2022,15.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.04.2015,,
8,Yrityksen tila,Rekisterissä,07.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.09.2021,
11,Yhteystiedot,,06.03.2015,
12,Postiosoite,Korteniementie 23 as. 2  50970  Mikkeli  Suomi,,
