,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lemetec Oy,13.01.2016,
1,Y-tunnus,2733619-6,,
2,Kotipaikka,Jyväskylä,13.01.2016,
3,Yritysmuoto,Osakeyhtiö,13.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.01.2016,,
6,Viimeisin rekisteröintiajankohta,15.02.2023,15.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,13.01.2016,,
8,Yrityksen tila,Rekisterissä,13.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,28.12.2015,
12,Postiosoite,Jontikka 7 A 25  40100  Jyväskylä  Suomi,,
13,Käyntiosoite,Jontikka 7 A 25  40100  Jyväskylä  Suomi,,
14,Puhelin,044-5831369,,
15,Sähköposti,ilkka.liukas(a)kolumbus.fi,,
