,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mesnil Oy,22.10.2015,
1,Y-tunnus,2714793-4,,
2,Kotipaikka,Lahti,22.10.2015,
3,Yritysmuoto,Osakeyhtiö,22.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.10.2015,,
6,Viimeisin rekisteröintiajankohta,08.03.2023,08.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.10.2015,,
8,Yrityksen tila,Rekisterissä,22.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.11.2021,
11,Yhteystiedot,,11.05.2021,
12,Postiosoite,Yhdyskatu 16  15170  Lahti  Suomi,,
13,Käyntiosoite,Yhdyskatu 16  15170  Lahti  Suomi,,
14,Sähköposti,seppo.paakkonen(a)mesnil.fi,,
