,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PHE-Consulting Oy,21.12.2015,
1,Y-tunnus,2732130-6,,
2,Kotipaikka,Naantali,21.12.2015,
3,Yritysmuoto,Osakeyhtiö,21.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.12.2015,,
6,Viimeisin rekisteröintiajankohta,12.06.2021,12.06.2021,
7,Yrityksen tiedot järjestelmässä alkaen,21.12.2015,,
8,Yrityksen tila,Rekisterissä,21.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.12.2015,
12,Postiosoite,Kaikukuja 6  21110  Naantali  Suomi,,
13,Puhelin,0505595730,,
