,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Dignify Oy,29.04.2015,
1,Y-tunnus,2688053-6,,
2,Kotipaikka,Tampere,29.04.2015,
3,Yritysmuoto,Osakeyhtiö,29.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.04.2015,,
6,Viimeisin rekisteröintiajankohta,25.11.2022,25.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.04.2015,,
8,Yrityksen tila,Rekisterissä,29.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.03.2020,
11,Yhteystiedot,,29.01.2021,
12,Postiosoite,Riihikatu 1  37600  Valkeakoski  Suomi,,
13,Käyntiosoite,Riihikatu 1  37600  Valkeakoski  Suomi,,
14,Puhelin,0405068305,,
15,Sähköposti,juha.nurmi(a)ahmia.fi,,
16,Www,https://dignify.fi/,,
