,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tirrit Oy,05.02.2015,
1,Y-tunnus,2671509-8,,
2,Kotipaikka,Helsinki,05.02.2015,
3,Yritysmuoto,Osakeyhtiö,05.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.02.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.02.2015,,
8,Yrityksen tila,Rekisterissä,05.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,23.01.2021,
12,Postiosoite,Haagan Pappilantie 2 C 28  00320  Helsinki  Suomi,,
13,Käyntiosoite,Haagan pappilantie 2 C 28  00320  Helsinki  Suomi,,
14,Puhelin,04077343477,,
15,Sähköposti,tirri.heidi(a)hotmail.com,,
