,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Chrelisa Oy,15.12.2015,
1,Y-tunnus,2730398-4,,
2,Kotipaikka,Helsinki,15.12.2015,
3,Yritysmuoto,Osakeyhtiö,15.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.12.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.12.2015,,
8,Yrityksen tila,Rekisterissä,15.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,19.05.2020,
12,Postiosoite,Mechelininkatu 41 A 10  00250  Helsinki  Suomi,,
13,Käyntiosoite,Mechelininkatu 41 A 10  00250  Helsinki  Suomi,,
14,Puhelin,0505409521,,
15,Sähköposti,chrelisaoy(a)gmail.com,,
