,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Plusliving Oy,15.12.2015,
1,Y-tunnus,2729901-4,,
2,Kotipaikka,Helsinki,15.12.2015,
3,Yritysmuoto,Osakeyhtiö,15.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.12.2015,,
6,Viimeisin rekisteröintiajankohta,08.07.2022,08.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.12.2015,,
8,Yrityksen tila,Rekisterissä,15.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.04.2021,
11,Yhteystiedot,,10.06.2020,
12,Postiosoite,c/o Jani Lahti  Lähdepolku 18  00660  Helsinki  Suomi,,
13,Puhelin,045 6790869,,
14,Sähköposti,jani.lahti(a)plusliving.fi,,
15,Www,http://www.plusliving.fi,,
