,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuhmoisten Verkkopalvelut Oy,04.01.2016,
1,Y-tunnus,2728663-5,,
2,Kotipaikka,Kuhmoinen,04.01.2016,
3,Yritysmuoto,Osakeyhtiö,04.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.01.2016,,
6,Viimeisin rekisteröintiajankohta,13.05.2023,13.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.01.2016,,
8,Yrityksen tila,Rekisterissä,04.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.03.2020,
11,Yhteystiedot,,04.04.2016,
12,Postiosoite,Alkulantie 18  17800  Kuhmoinen  Suomi,,
13,Käyntiosoite,Alkulantie 18  17800  Kuhmoinen  Suomi,,
14,Puhelin,0400335264,,
15,Sähköposti,silmu.sarvala(a)kuhmoinen.fi,,
