,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,FinMarVil Oy,15.02.2016,
1,Y-tunnus,2739000-2,,
2,Kotipaikka,Vantaa,15.02.2016,
3,Yritysmuoto,Osakeyhtiö,15.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.02.2016,,
6,Viimeisin rekisteröintiajankohta,19.07.2022,19.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.02.2016,,
8,Yrityksen tila,Rekisterissä,15.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.01.2022,
11,Yhteystiedot,,07.01.2022,
12,Postiosoite,c/o FinMarVil Oy  Tanssijantie 18  01390  Vantaa  Suomi,,
13,Käyntiosoite,c/o FinMarVil Oy  Tanssijantie 18  01390  Vantaa  Suomi,,
14,Sähköposti,martti.hakkinen(a)hotmail.com,,
