,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kehonkäyttökoulu Oy,06.08.2015,
1,Y-tunnus,2698812-5,,
2,Kotipaikka,Helsinki,06.08.2015,
3,Yritysmuoto,Osakeyhtiö,06.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.08.2015,,
6,Viimeisin rekisteröintiajankohta,10.11.2022,10.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.08.2015,,
8,Yrityksen tila,Rekisterissä,06.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,23.04.2020,
12,Postiosoite,c/o Yrityshuoltamo Oy  Yliopistonkatu 26 C  40100  Jyväskylä  Suomi,,
13,Käyntiosoite,Taulumäentie 35 as. 4  40200  Jyväskylä  Suomi,,
14,Puhelin,"0405219356, 0405219356",,
15,Sähköposti,pessi.peura(a)gmail.com,,
16,Www,http://www.primemovement.fi,,
