,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,The Other Company Oy,02.06.2015,
1,Y-tunnus,2690598-3,,
2,Kotipaikka,Joensuu,02.06.2015,
3,Yritysmuoto,Osakeyhtiö,02.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.06.2015,,
6,Viimeisin rekisteröintiajankohta,25.02.2023,25.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.06.2015,,
8,Yrityksen tila,Rekisterissä,02.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.06.2020,
11,Yhteystiedot,,01.11.2021,
12,Postiosoite,Tulliportinkatu 17  80130  Joensuu  Suomi,,
13,Puhelin,0407292210,,
14,Sähköposti,hanna.e.naumanen(a)gmail.com,,
