,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Motorious Entertainment Oy,05.03.2015,
1,Y-tunnus,2677454-9,,
2,Kotipaikka,Helsinki,05.03.2015,
3,Yritysmuoto,Osakeyhtiö,05.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.03.2015,,
6,Lakkaamisajankohta,16.05.2022,16.05.2022,
7,Viimeisin rekisteröintiajankohta,16.05.2022,16.05.2022,
8,Yrityksen tiedot järjestelmässä alkaen,05.03.2015,,
9,Yrityksen tila,Lakannut,16.05.2022,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
