,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Fenlanet Oy,08.09.2015,
1,Y-tunnus,2707412-2,,
2,Kotipaikka,Äänekoski,08.09.2015,
3,Yritysmuoto,Osakeyhtiö,08.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.09.2015,,
6,Viimeisin rekisteröintiajankohta,10.03.2021,10.03.2021,
7,Yrityksen tiedot järjestelmässä alkaen,08.09.2015,,
8,Yrityksen tila,Rekisterissä,08.09.2015,
9,Yrityksen tilanne,Selvitystilassa,01.10.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,10.05.2020,
12,Yhteystiedot,,28.08.2015,
13,Postiosoite,Aleksis Kiven katu 29  44100  Äänekoski  Suomi,,
14,Käyntiosoite,Aleksis Kiven katu 29  44100  Äänekoski  Suomi,,
15,Puhelin,0405261979,,
16,Sähköposti,annamaija.berg(a)gmail.com,,
