,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Aurinkosähkö Oy,16.12.2015,
1,Y-tunnus,2725387-6,,
2,Kotipaikka,Ylöjärvi,16.12.2015,
3,Yritysmuoto,Osakeyhtiö,16.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.12.2015,,
6,Viimeisin rekisteröintiajankohta,14.04.2023,14.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,16.12.2015,,
8,Yrityksen tila,Rekisterissä,16.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,17.11.2015,
12,Postiosoite,Länsitie 10  33450  Siivikkala  Suomi,,
13,Puhelin,0400224333,,
14,Sähköposti,eelishan(a)hotmail.com,,
