,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maravita Oy,14.07.2015,
1,Y-tunnus,2697787-2,,
2,Kotipaikka,Tampere,14.07.2015,
3,Yritysmuoto,Osakeyhtiö,14.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.07.2015,,
6,Viimeisin rekisteröintiajankohta,23.03.2023,23.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,14.07.2015,,
8,Yrityksen tila,Rekisterissä,14.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.03.2020,
11,Yhteystiedot,,26.01.2018,
12,Postiosoite,Virontörmänkatu 2 E 71  33310  Tampere  Suomi,,
13,Käyntiosoite,Virontörmänkatu 2 E 71  33310  Tampere  Suomi,,
14,Puhelin,"+358505355035, +358505355035",,
15,Sähköposti,maravita.fi(a)gmail.com,,
16,Www,http://www.maravita.fi,,
