,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Prowodi Oy,22.01.2015,
1,Y-tunnus,2663785-1,,
2,Kotipaikka,Vantaa,22.01.2015,
3,Yritysmuoto,Osakeyhtiö,22.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.01.2015,,
8,Yrityksen tila,Rekisterissä,22.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,01.12.2022,
12,Postiosoite,Framängintie 62  02580  Siuntio  Suomi,,
13,Käyntiosoite,Framängintie 62  02580  Siuntio  Suomi,,
14,Puhelin,0456091849,,
15,Sähköposti,teemu.kortesalmi(a)hotmail.com,,
16,Www,http://www.prowodi.fi,,
