,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Letski Oy,08.09.2015,
1,Y-tunnus,2704596-2,,
2,Kotipaikka,Vantaa,08.09.2015,
3,Yritysmuoto,Osakeyhtiö,08.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.09.2015,,
6,Viimeisin rekisteröintiajankohta,31.03.2023,31.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.09.2015,,
8,Yrityksen tila,Rekisterissä,08.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.12.2019,
11,Yhteystiedot,,14.08.2015,
12,Postiosoite,Nahkiaisentie 22 B 1  01480  Vantaa  Suomi,,
13,Puhelin,"0445253990, 0445253990",,
14,Sähköposti,heidi(a)hoomoilanen.fi,,
