,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,FS Links Ab,03.11.2015,
1,Y-tunnus,2716915-6,,
2,Kotipaikka,Föglö,03.11.2015,
3,Yritysmuoto,Osakeyhtiö,03.11.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,03.11.2015,,
6,Viimeisin rekisteröintiajankohta,03.03.2023,03.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.11.2015,,
8,Yrityksen tila,Rekisterissä,03.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.06.2020,
11,Yhteystiedot,,09.10.2015,
12,Postiosoite,Hamnkläpp 2  22710  Föglö  Suomi,,
13,Käyntiosoite,Hamnkläppvägen 2  22710  Föglö  Suomi,,
14,Puhelin,"01851490, 0405042929",,
15,Sähköposti,otto.hojar(a)visit.ax,,
