,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PrinttiMesta oy,25.09.2015,
1,Y-tunnus,2711758-3,,
2,Kotipaikka,Turku,25.09.2015,
3,Yritysmuoto,Osakeyhtiö,25.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.09.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.09.2015,,
8,Yrityksen tila,Rekisterissä,25.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,16.09.2015,
12,Postiosoite,Keihästie 4  20360  Turku  Suomi,,
13,Käyntiosoite,Uhrilähteenkatu 2  20250  Turku  Suomi,,
14,Puhelin,0505828877,,
15,Sähköposti,kem.roinila(a)gmail.com,,
