,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JLeino Group Oy,11.05.2022,
1,Y-tunnus,2721984-6,,
2,Kotipaikka,Hyvinkää,16.11.2015,
3,Yritysmuoto,Osakeyhtiö,16.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.11.2015,,
6,Viimeisin rekisteröintiajankohta,21.10.2022,21.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.11.2015,,
8,Yrityksen tila,Rekisterissä,16.11.2015,
9,Yrityksen tilanne,Selvitystilassa,21.10.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,06.09.2019,
12,Yhteystiedot,,02.05.2022,
13,Postiosoite,c/o Jenna Leino  Rinteenkuja 16  13800  Katinala  Suomi,,
14,Puhelin,040-5423433,,
15,Sähköposti,jenna.leino(a)parolantienkukkapalvelu.fi,,
