,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Krässät oy,08.12.2015,
1,Y-tunnus,2725915-1,,
2,Kotipaikka,Jämijärvi,08.12.2015,
3,Yritysmuoto,Osakeyhtiö,08.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.12.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2023,04.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.12.2015,,
8,Yrityksen tila,Rekisterissä,08.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.01.2022,
11,Yhteystiedot,,19.11.2015,
12,Postiosoite,Palokoskentie 495  38800  Jämijärvi  Suomi,,
13,Käyntiosoite,Palokoskentie 495  38800  Jämijärvi  Suomi,,
14,Puhelin,"0503770902, 0503770902",,
15,Sähköposti,krista.palom(a)gmail.com,,
