,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,NHS Sello Oy,23.06.2015,
1,Y-tunnus,2696944-2,,
2,Kotipaikka,Helsinki,23.06.2015,
3,Yritysmuoto,Osakeyhtiö,23.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.06.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.06.2015,,
8,Yrityksen tila,Rekisterissä,23.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,03.10.2016,
12,Postiosoite,Kammantekijäntie 2 C  00640  Helsinki  Suomi,,
13,Käyntiosoite,Kammantekijäntie 2 C  00640  Helsinki  Suomi,,
14,Puhelin,050 560 4045,,
15,Sähköposti,jarmo.lehtinen(a)convest.fi,,
