,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mostro Groove Oy,10.11.2015,
1,Y-tunnus,2721783-2,,
2,Kotipaikka,Espoo,10.11.2015,
3,Yritysmuoto,Osakeyhtiö,10.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.11.2015,,
6,Viimeisin rekisteröintiajankohta,09.11.2021,09.11.2021,
7,Yrityksen tiedot järjestelmässä alkaen,10.11.2015,,
8,Yrityksen tila,Rekisterissä,10.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.06.2020,
11,Yhteystiedot,,02.11.2015,
12,Postiosoite,c/o Pentti Turunen  Degerbyntie 263  10160  Degerby  Suomi,,
13,Käyntiosoite,c/o Pentti Turunen  Degerbyntie 263  10160  Degerby  Suomi,,
14,Puhelin,050 552 6009,,
15,Sähköposti,pentu2014(a)gmail.com,,
