,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lacum Oy,11.06.2015,
1,Y-tunnus,2695306-1,,
2,Kotipaikka,Kangasala,11.06.2015,
3,Yritysmuoto,Osakeyhtiö,11.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.06.2015,,
6,Viimeisin rekisteröintiajankohta,30.03.2023,30.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,11.06.2015,,
8,Yrityksen tila,Rekisterissä,11.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.08.2019,
11,Yhteystiedot,,18.06.2019,
12,Postiosoite,Toosinranta 10  36240  Kangasala  Suomi,,
13,Käyntiosoite,c/o Business Park Dynamo  Hatanpään valtatie 24  33100  Tampere  Suomi,,
14,Puhelin,0505368907,,
15,Sähköposti,juha.pesonen(a)lacum.fi,,
16,Www,http://www.lacum.fi,,
