,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rock Your Day Capital Oy,19.01.2022,
1,Y-tunnus,2697263-3,,
2,Kotipaikka,Varkaus,13.07.2015,
3,Yritysmuoto,Osakeyhtiö,13.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.07.2015,,
6,Viimeisin rekisteröintiajankohta,26.05.2022,26.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.07.2015,,
8,Yrityksen tila,Rekisterissä,13.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.05.2022,
11,Yhteystiedot,,01.10.2018,
12,Postiosoite,Wahlinkatu 8  78250  Varkaus  Suomi,,
13,Käyntiosoite,Wahlinkatu 8  78250  Varkaus  Suomi,,
14,Puhelin,+358 50 5465 379,,
15,Sähköposti,janne.immonen(a)jiic.fi,,
16,Www,http://www.jiic.fi,,
