,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Innofreaks Oy,17.04.2015,
1,Y-tunnus,2677490-1,,
2,Kotipaikka,Helsinki,17.04.2015,
3,Yritysmuoto,Osakeyhtiö,17.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.04.2015,,
6,Viimeisin rekisteröintiajankohta,12.07.2022,12.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.04.2015,,
8,Yrityksen tila,Rekisterissä,17.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.06.2020,
11,Yhteystiedot,,03.10.2019,
12,Postiosoite,c/o Juha Simenius  Saukonkoskentie 32  03400  Vihti  Suomi,,
13,Käyntiosoite,c/o Juha Simenius  Saukonkoskentie 32  03400  Vihti  Suomi,,
14,Puhelin,"050 436 2439, 050 436 2439",,
15,Sähköposti,juha.simenius(a)innofreaks.fi,,
16,Www,http://www.innofreaks.fi,,
