,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Traction Pitonauha Oy,20.07.2015,
1,Y-tunnus,2694838-5,,
2,Kotipaikka,Kirkkonummi,20.07.2015,
3,Yritysmuoto,Osakeyhtiö,20.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.07.2015,,
6,Lakkaamisajankohta,27.07.2022,27.07.2022,
7,Viimeisin rekisteröintiajankohta,01.08.2022,01.08.2022,
8,Yrityksen tiedot järjestelmässä alkaen,20.07.2015,,
9,Yrityksen tila,Lakannut,27.07.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
