,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lounasravintola Gomee Oy,05.05.2015,
1,Y-tunnus,2688045-6,,
2,Kotipaikka,Pori,05.05.2015,
3,Yritysmuoto,Osakeyhtiö,05.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.05.2015,,
6,Viimeisin rekisteröintiajankohta,08.07.2022,08.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.05.2015,,
8,Yrityksen tila,Rekisterissä,05.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.07.2020,
11,Yhteystiedot,,30.12.2020,
12,Postiosoite,Radanvarsi 2  28100  Pori  Suomi,,
13,Käyntiosoite,Radanvarsi 2  28100  Pori  Suomi,,
14,Puhelin,"0445251466, 0407030036",,
15,Sähköposti,petri.koskinen(a)gomee.fi,,
