,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Leila Pentti Oy,23.08.2016,
1,Y-tunnus,2736884-1,,
2,Kotipaikka,Pyhäjärvi,18.02.2016,
3,Yritysmuoto,Osakeyhtiö,18.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.02.2016,,
6,Viimeisin rekisteröintiajankohta,14.06.2022,14.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.02.2016,,
8,Yrityksen tila,Rekisterissä,18.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.04.2021,
11,Yhteystiedot,,06.04.2020,
12,Postiosoite,Vuohtoniementie 546  86800  Pyhäsalmi  Suomi,,
13,Käyntiosoite,Vuohtoniementie 546  86800  Pyhäsalmi  Suomi,,
14,Puhelin,+358442661130,,
15,Sähköposti,leila.pentti(a)gmail.com,,
