,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ju-Ha Consulting Oy,02.04.2015,
1,Y-tunnus,2681433-6,,
2,Kotipaikka,Raisio,21.12.2018,
3,Yritysmuoto,Osakeyhtiö,02.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.04.2015,,
6,Viimeisin rekisteröintiajankohta,10.11.2022,10.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.04.2015,,
8,Yrityksen tila,Rekisterissä,02.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.05.2020,
11,Yhteystiedot,,01.08.2021,
12,Postiosoite,Saukonojantie 27  20250  Turku  Suomi,,
13,Käyntiosoite,Saukonojantie 27  20250  Turku  Suomi,,
14,Puhelin,"0449064818, 0449064818",,
15,Sähköposti,mia.koljonen(a)juhaconsulting.fi,,
16,Www,http://juhaconsulting.fi,,
