,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ananimal Ab,13.07.2015,
1,Y-tunnus,2698287-4,,
2,Kotipaikka,Seinäjoki,13.07.2015,
3,Yritysmuoto,Osakeyhtiö,13.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.07.2015,,
6,Viimeisin rekisteröintiajankohta,20.01.2023,20.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,13.07.2015,,
8,Yrityksen tila,Rekisterissä,13.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.03.2020,
11,Yhteystiedot,,26.06.2015,
12,Postiosoite,Vuorenmaanrinne 21 C 39  60220  Seinäjoki  Suomi,,
13,Käyntiosoite,Vuorenmaanrinne 21 C 39  60220  Seinäjoki  Suomi,,
14,Puhelin,0449864784,,
15,Sähköposti,antti.latvala(a)ananimal.eu,,
