,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JHP Sähkö Oy,07.10.2015,
1,Y-tunnus,2712232-3,,
2,Kotipaikka,Hyvinkää,07.10.2015,
3,Yritysmuoto,Osakeyhtiö,07.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.10.2015,,
6,Viimeisin rekisteröintiajankohta,09.02.2023,09.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,07.10.2015,,
8,Yrityksen tila,Rekisterissä,07.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,14.11.2016,
12,Postiosoite,Riihimäenkatu 65  05880  Hyvinkää  Suomi,,
13,Käyntiosoite,Riihimäenkatu 65  05880  Hyvinkää  Suomi,,
14,Puhelin,041 438 2008,,
15,Sähköposti,janne.hellsten(a)jhpsahko.fi,,
