,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Helkaharju Oy,01.03.2015,
1,Y-tunnus,2669145-2,,
2,Kotipaikka,Mustasaari,01.03.2015,
3,Yritysmuoto,Osakeyhtiö,01.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.03.2015,,
6,Viimeisin rekisteröintiajankohta,12.02.2023,12.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.03.2015,,
8,Yrityksen tila,Rekisterissä,01.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.07.2020,
11,Yhteystiedot,,23.01.2015,
12,Postiosoite,Råhagavägen 7 B  65450  Sulva  Suomi,,
13,Käyntiosoite,Råhagavägen 7 B  65450  Sulva  Suomi,,
14,Puhelin,0503796100,,
