,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Arolan Peruna Oy,27.02.2015,
1,Y-tunnus,2676198-3,,
2,Kotipaikka,Kalajoki,27.02.2015,
3,Yritysmuoto,Osakeyhtiö,27.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.02.2015,,
6,Viimeisin rekisteröintiajankohta,22.10.2022,22.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.02.2015,,
8,Yrityksen tila,Rekisterissä,27.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.06.2020,
11,Yhteystiedot,,16.02.2015,
12,Postiosoite,Saarentie 105 as. 2  68100  Himanka  Suomi,,
13,Puhelin,044-55 83 341,,
14,Sähköposti,mty.halla-aho(a)kotinet.com,,
