,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LumOksa Oy,29.09.2015,
1,Y-tunnus,2709660-4,,
2,Kotipaikka,Tuusula,29.09.2015,
3,Yritysmuoto,Osakeyhtiö,29.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.09.2015,,
6,Viimeisin rekisteröintiajankohta,27.12.2022,27.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.09.2015,,
8,Yrityksen tila,Rekisterissä,29.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.07.2020,
11,Yhteystiedot,,08.09.2015,
12,Postiosoite,Hosionsuonmutka 29  04300  Tuusula  Suomi,,
13,Puhelin,"0405371510, 0405650025",,
14,Sähköposti,lumOksa(a)gmail.com,,
