,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Transport Karila Oy,15.10.2015,
1,Y-tunnus,2716824-1,,
2,Kotipaikka,Järvenpää,15.10.2015,
3,Yritysmuoto,Osakeyhtiö,15.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.10.2015,,
6,Viimeisin rekisteröintiajankohta,07.04.2023,07.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,15.10.2015,,
8,Yrityksen tila,Rekisterissä,15.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,13.02.2018,
12,Postiosoite,Valajankatu 3  04440  Järvenpää  Suomi,,
13,Käyntiosoite,Valajankatu 3  04440  Järvenpää  Suomi,,
14,Sähköposti,janne.karila(a)transportkarila.com,,
15,Www,http://www.transportkarila.com,,
