,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Profipri Oy,04.12.2015,
1,Y-tunnus,2728917-4,,
2,Kotipaikka,Helsinki,04.12.2015,
3,Yritysmuoto,Osakeyhtiö,04.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.12.2015,,
6,Viimeisin rekisteröintiajankohta,05.05.2023,05.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.12.2015,,
8,Yrityksen tila,Rekisterissä,04.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.06.2020,
11,Yhteystiedot,,03.12.2015,
12,Postiosoite,c/o MB Rahastot  Bulevardi 1 A  00100  Helsinki  Suomi,,
13,Käyntiosoite,c/o MB Rahastot  Bulevardi 1 A  00100  Helsinki  Suomi,,
14,Puhelin,"0913101303, 0400406872",,
15,Sähköposti,kari.rytkonen(a)mb.fi,,
