,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Miesjakone Oy,01.09.2015,
1,Y-tunnus,2701912-3,,
2,Kotipaikka,Jyväskylä,01.09.2015,
3,Yritysmuoto,Osakeyhtiö,01.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.09.2015,,
6,Viimeisin rekisteröintiajankohta,31.08.2022,31.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.09.2015,,
8,Yrityksen tila,Rekisterissä,01.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.10.2019,
11,Yhteystiedot,,24.07.2015,
12,Postiosoite,Ylälahdentie 11 as. 1  40500  Jyväskylä  Suomi,,
