,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Puistotien Harppi ja Petkele Oy,14.12.2021,
1,Y-tunnus,2727243-6,,
2,Kotipaikka,Helsinki,14.12.2021,
3,Yritysmuoto,Osakeyhtiö,27.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.11.2015,,
6,Viimeisin rekisteröintiajankohta,21.07.2022,21.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.11.2015,,
8,Yrityksen tila,Rekisterissä,27.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,12.11.2021,
12,Postiosoite,Pasilan puistotie 2 lh. 2  00240  Helsinki  Suomi,,
13,Puhelin,0469595837,,
14,Sähköposti,jukka.harju(a)fya.fi,,
