,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Liikunta- ja hyvinvointipalvelut JK Oy,17.12.2015,
1,Y-tunnus,2730518-9,,
2,Kotipaikka,Kemi,17.12.2015,
3,Yritysmuoto,Osakeyhtiö,17.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.12.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2023,11.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.12.2015,,
8,Yrityksen tila,Rekisterissä,17.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.07.2020,
11,Yhteystiedot,,09.12.2015,
12,Postiosoite,Pentinkatu 7  94600  Kemi  Suomi,,
13,Käyntiosoite,Pentinkatu 7  94600  Kemi  Suomi,,
14,Puhelin,0407495446,,
15,Sähköposti,jaanakotkansalo(a)gmail.com,,
16,Www,http://www.jaanakotkansalo.com,,
