,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HKS-Consulting Oy,18.01.2016,
1,Y-tunnus,2733868-5,,
2,Kotipaikka,Helsinki,18.01.2016,
3,Yritysmuoto,Osakeyhtiö,18.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.01.2016,,
6,Viimeisin rekisteröintiajankohta,26.01.2023,26.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,18.01.2016,,
8,Yrityksen tila,Rekisterissä,18.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.02.2021,
11,Yhteystiedot,,30.12.2015,
12,Postiosoite,Purjetuulenkuja 19 D 7  00850  Helsinki  Suomi,,
13,Käyntiosoite,Purjetuulenkuja 19 D 7  00850  Helsinki  Suomi,,
14,Puhelin,+358505901591,,
15,Sähköposti,heikki.sirve(a)outlook.com,,
