,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Helcare Oy,19.03.2015,
1,Y-tunnus,2681166-1,,
2,Kotipaikka,Oulu,19.03.2015,
3,Yritysmuoto,Osakeyhtiö,19.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.03.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.03.2015,,
8,Yrityksen tila,Rekisterissä,19.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,01.01.2020,
12,Postiosoite,Ketokatu 9  90140  Oulu  Suomi,,
13,Käyntiosoite,Ketokatu 9  90140  Oulu  Suomi,,
14,Sähköposti,olli.helminen(a)oulu.fi,,
