,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jyllintöyräs Oy,04.01.2016,
1,Y-tunnus,2732302-9,,
2,Kotipaikka,Helsinki,04.01.2016,
3,Yritysmuoto,Osakeyhtiö,04.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.01.2016,,
6,Viimeisin rekisteröintiajankohta,29.04.2023,29.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.01.2016,,
8,Yrityksen tila,Rekisterissä,04.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,14.11.2018,
12,Postiosoite,c/o Juha Mäki-Jyllilä  Maneesikatu 8 B 44  00170  Helsinki  Suomi,,
13,Käyntiosoite,c/o Juha Mäki-Jyllilä  Maneesikatu 8 B 44  00170  Helsinki  Suomi,,
