,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PK Sprinkleriasennus Oy,20.01.2016,
1,Y-tunnus,2736487-5,,
2,Kotipaikka,Karkkila,20.01.2016,
3,Yritysmuoto,Osakeyhtiö,20.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2016,,
6,Lakkaamisajankohta,31.05.2023,31.05.2023,
7,Viimeisin rekisteröintiajankohta,31.05.2023,31.05.2023,
8,Yrityksen tiedot järjestelmässä alkaen,20.01.2016,,
9,Yrityksen tila,Lakannut,31.05.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
