,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Bureau Little Oy,06.02.2015,
1,Y-tunnus,2665629-4,,
2,Kotipaikka,Helsinki,06.02.2015,
3,Yritysmuoto,Osakeyhtiö,06.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.02.2015,,
6,Viimeisin rekisteröintiajankohta,09.06.2022,09.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.02.2015,,
8,Yrityksen tila,Rekisterissä,06.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.02.2021,
11,Yhteystiedot,,17.11.2015,
12,Postiosoite,Kapteeninkatu 3 L 63  00140  Helsinki  Suomi,,
13,Käyntiosoite,Kapteeninkatu 3 L 63  00140  Helsinki  Suomi,,
14,Puhelin,"+358405730600, +358405730600",,
15,Sähköposti,richard.hagert(a)little.fi,,
16,Www,http://www.little.fi,,
