,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Juho Tuomisto Oy,01.02.2016,
1,Y-tunnus,2736292-5,,
2,Kotipaikka,Helsinki,01.02.2016,
3,Yritysmuoto,Osakeyhtiö,01.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.02.2016,,
6,Viimeisin rekisteröintiajankohta,11.06.2023,11.06.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.02.2016,,
8,Yrityksen tila,Rekisterissä,01.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.03.2022,
11,Yhteystiedot,,13.01.2016,
12,Postiosoite,Koskenkuja 3 C 26  40200  Jyväskylä  Suomi,,
13,Puhelin,0414317568,,
14,Sähköposti,tuomisto(a)gmail.com,,
