,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nurmijärven Laatuprojekti Oy,05.01.2016,
1,Y-tunnus,2731986-3,,
2,Kotipaikka,Nurmijärvi,05.01.2016,
3,Yritysmuoto,Osakeyhtiö,05.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.01.2016,,
6,Lakkaamisajankohta,25.10.2021,25.10.2021,
7,Viimeisin rekisteröintiajankohta,25.10.2021,25.10.2021,
8,Yrityksen tiedot järjestelmässä alkaen,05.01.2016,,
9,Yrityksen tila,Lakannut,25.10.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
