,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ruostepuro Grip Services Oy,27.06.2019,
1,Y-tunnus,2732397-7,,
2,Kotipaikka,Helsinki,19.01.2016,
3,Yritysmuoto,Osakeyhtiö,19.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.01.2016,,
6,Viimeisin rekisteröintiajankohta,11.11.2021,11.11.2021,
7,Yrityksen tiedot järjestelmässä alkaen,19.01.2016,,
8,Yrityksen tila,Rekisterissä,19.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2020,
11,Yhteystiedot,,12.05.2019,
12,Postiosoite,Purjetie 1b A 28  00960  Helsinki  Suomi,,
13,Käyntiosoite,Purjetie 1b A 28  00960  Helsinki  Suomi,,
14,Puhelin,0453477835,,
15,Sähköposti,aki.ruostepuro(a)gmail.com,,
