,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Adiuto Consulta Oy,16.06.2015,
1,Y-tunnus,2695835-6,,
2,Kotipaikka,Vantaa,20.08.2020,
3,Yritysmuoto,Osakeyhtiö,16.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.06.2015,,
6,Viimeisin rekisteröintiajankohta,20.08.2020,20.08.2020,
7,Yrityksen tiedot järjestelmässä alkaen,16.06.2015,,
8,Yrityksen tila,Rekisterissä,16.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.05.2020,
11,Yhteystiedot,,31.05.2021,
12,Postiosoite,00000  Osoite tuntematon  Suomi,,
13,Puhelin,0401619071,,
