,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lina Sandell Ab,26.02.2015,
1,Y-tunnus,2677946-2,,
2,Kotipaikka,Maarianhamina,26.02.2015,
3,Yritysmuoto,Osakeyhtiö,26.02.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,26.02.2015,,
6,Viimeisin rekisteröintiajankohta,23.02.2023,23.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.02.2015,,
8,Yrityksen tila,Rekisterissä,26.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,24.02.2015,
12,Postiosoite,c/o Carolina Sandell  Öhbergsvägen 40  22100  Mariehamn  Suomi,,
13,Käyntiosoite,c/o Carolina Sandell  Öhbergsvägen 40  22100  Mariehamn  Suomi,,
14,Puhelin,+358505937045,,
15,Sähköposti,lina(a)sandell.ax,,
