,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,S ja E Huovinen Oy,01.05.2021,
1,Y-tunnus,2682400-8,,
2,Kotipaikka,Joensuu,01.05.2021,
3,Yritysmuoto,Osakeyhtiö,01.05.2021,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.03.2015,,
6,Viimeisin rekisteröintiajankohta,22.04.2022,22.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.03.2015,,
8,Yrityksen tila,Rekisterissä,31.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,19.03.2015,
12,Postiosoite,Harjunraitti 17  81280  Uimaharju  Suomi,,
13,Käyntiosoite,Harjunraitti 17  81280  Uimaharju  Suomi,,
14,Puhelin,"01066 66630, 0408232303",,
15,Sähköposti,sari.huovinen(a)k-market.com,,
