,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Loviisan Rakennus ja Muuraus Oy,06.10.2015,
1,Y-tunnus,2714917-1,,
2,Kotipaikka,Loviisa,06.10.2015,
3,Yritysmuoto,Osakeyhtiö,06.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.10.2015,,
6,Lakkaamisajankohta,16.09.2021,16.09.2021,
7,Viimeisin rekisteröintiajankohta,16.09.2021,16.09.2021,
8,Yrityksen tiedot järjestelmässä alkaen,06.10.2015,,
9,Yrityksen tila,Lakannut,16.09.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
