,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hatka Oy,18.09.2020,
1,Y-tunnus,2692726-9,,
2,Kotipaikka,Vantaa,29.09.2021,
3,Yritysmuoto,Osakeyhtiö,18.09.2020,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.06.2015,,
6,Viimeisin rekisteröintiajankohta,06.05.2022,06.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.06.2015,,
8,Yrityksen tila,Rekisterissä,02.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.09.2021,
11,Yhteystiedot,,16.09.2021,
12,Postiosoite,c/o Sandgren  Kivikkotie 27 D 2  01390  Vantaa  Suomi,,
13,Www,http://www.hatka.fi,,
