,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Chez Rami Oy,02.07.2015,
1,Y-tunnus,2697967-5,,
2,Kotipaikka,Rauma,02.07.2015,
3,Yritysmuoto,Osakeyhtiö,02.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.07.2015,,
6,Viimeisin rekisteröintiajankohta,01.10.2018,01.10.2018,
7,Yrityksen tiedot järjestelmässä alkaen,02.07.2015,,
8,Yrityksen tila,Rekisterissä,02.07.2015,
9,Yrityksen tilanne,Konkurssissa,01.10.2018,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,02.07.2015,
13,Postiosoite,c/o Rami Kurki  Mustikkatie 20  26660  Rauma  Suomi,,
14,Käyntiosoite,Kuninkaankatu 17  26100  Rauma  Suomi,,
